Product Code,Product Description,Product,Price Excl.,QTY,Price INC,Total inc,Price Excluding x 1.5,Retail IN VAT.,Total Stock @ Retail Price,Huntex sale piece /1.1,Huntes Rounded to next 10,Sold
RH095210,HORNADY AP PRIMER FEED SYSTEM,7,1286.2,2,1479.1299999999999,2958.2599999999998,1929.3000000000002,1930,3860,1754.5454545454545,1750,
RH095302,HORNADY LNL CASE FEEDER 220V,1,11027.69,2,12681.843499999999,25363.686999999998,16541.535,16540,33080,15036.363636363636,15040,
RH095310,HORNADY CASE FEEDER PLATE SM PISTOL,3,921.6,2,1059.84,2119.68,1382.4,1380,2760,1254.5454545454545,1250,
RH095312,HORNADY CASE FEEDER PLATE LG PISTOL,1,887.79,2,1020.9584999999998,2041.9169999999997,1331.685,1330,2660,1209.090909090909,1210,
RH095314,HORNADY CASE FEEDER PLATE SM RIFLE,8,721.06,2,829.2189999999998,1658.4379999999996,1081.59,1080,2160,981.8181818181818,980,
RH095316,HORNADY CASE FEEDER PLATE LG RIFLE,2,667.04,2,767.0959999999999,1534.1919999999998,1000.56,1000,2000,909.090909090909,910,
RH095321,HORNADY LNL AP BULLET FEEDER,2,8648.83,2,9946.154499999999,19892.308999999997,12973.244999999999,12970,25940,11790.90909090909,11790,
RH095330,HORNADY BULLET FEED DIE 9mm,2,896.43,2,1030.8944999999999,2061.7889999999998,1344.645,1340,2680,1218.181818181818,1220,
RH095331,HORNADY BULLET FEED DIE 38/357,2,781.08,2,898.242,1796.484,1171.6200000000001,1170,2340,1063.6363636363635,1060,
RH095332,HORNADY BULLET FEED DIE .40/10MM,5,687.24,2,790.3259999999999,1580.6519999999998,1030.8600000000001,1030,2060,936.3636363636363,940,
RH095333,HORNADY BULLET FEED DIE 44SPL/MAG,3,687.24,2,790.3259999999999,1580.6519999999998,1030.8600000000001,1030,2060,936.3636363636363,940,
RH095334,HORNADY BULLET FEED DIE .451/452,4,743.18,2,854.6569999999999,1709.3139999999999,1114.77,1110,2220,1009.090909090909,1010,
RH095340,HORNADY AP RIFLE BULLET FEEDER 22 Cal.,1,11238.83,2,12924.654499999999,25849.308999999997,16858.245,16860,33720,15327.272727272726,15330,
RH095345,HORNADY AP BULL/ FEEDER CONVERTION.30 CAL,4,4244.2,2,4880.829999999999,9761.659999999998,6366.299999999999,6370,12740,5790.90909090909,5790,
RH095350,HORNADY LNL BULLET TUBE 9MM,3,649.76,2,747.2239999999999,1494.4479999999999,974.64,970,1940,881.8181818181818,880,
RH095351,HORNADY LNL BULLET TUBE 40/10MM,5,649.76,2,747.2239999999999,1494.4479999999999,974.64,970,1940,881.8181818181818,880,
RH095352,HORNADY LNL BULLET TUBE 45 AUTO,2,649.76,2,747.2239999999999,1494.4479999999999,974.64,970,1940,881.8181818181818,880,
RH095360,HORNADY AP POWDER FUNNEL DIE,3,478.54,2,550.321,1100.642,717.8100000000001,720,1440,654.5454545454545,650,
RH190260,HORNADY UNIV ACCES HANDLE,5,70,2,80.5,161,105,110,220,99.99999999999999,100,
RH290030,HORNADY POWDER THRU  EXPANDER .355,1,232.31,2,267.1565,534.313,348.46500000000003,350,700,318.18181818181813,320,
RH290032,HORNADY POWDER THRU EXPANDER .400,1,170.03,2,195.53449999999998,391.06899999999996,255.04500000000002,260,520,236.36363636363635,240,
RH290033,HORNADY POWDER THRU EXPANDER  .430,3,164.26,2,188.89899999999997,377.79799999999994,246.39,250,500,227.27272727272725,230,
RH290034,HORNADY POWDER THRU EXPANDER .451,1,186.05,2,213.9575,427.915,279.07500000000005,280,560,254.54545454545453,250,
RH290036,HORNADY POWDER THRU EXPANDER .452,3,186.05,2,213.9575,427.915,279.07500000000005,280,560,254.54545454545453,250,
RH290049,HORNADY PTX POWDER MEASURE STOP,5,144.42,2,166.08299999999997,332.16599999999994,216.63,220,440,199.99999999999997,200,
RH380700,HORNADY CARTRIDGE GAUGE 380 AUTO,2,480.8,2,552.92,1105.84,721.2,720,1440,654.5454545454545,650,
RH380701,HORNADY CARTRIDGE GAUGE 9MMP,3,480.8,2,552.92,1105.84,721.2,720,1440,654.5454545454545,650,
RH380702,HORNADY CARTRIDGE GAUGE 38 SPL,2,391.89,2,450.67349999999993,901.3469999999999,587.835,590,1180,536.3636363636364,540,
RH380703,HORNADY CARTRIDGE GAUGE 357 MAG.,2,395.33,2,454.62949999999995,909.2589999999999,592.995,590,1180,536.3636363636364,540,
RH380704,HORNADY CARTRIDGE GAUGE 40 S&W,2,468.61,2,538.9014999999999,1077.8029999999999,702.915,700,1400,636.3636363636363,640,
RH380705,HORNADY CARTRIDGE GAUGE 44 MAG.,2,468.61,2,538.9014999999999,1077.8029999999999,702.915,700,1400,636.3636363636363,640,
RH380706,HORNADY CARTRIDGE GAUGE 45 ACP,2,468.61,2,538.9014999999999,1077.8029999999999,702.915,700,1400,636.3636363636363,640,
RH380708,HORNADY CARTRIDGE GAUGE 22-250 REM,4,480.8,2,552.92,1105.84,721.2,720,1440,654.5454545454545,650,
RH380709,HORNADY CARTRIDGE GAUGE 243 WIN,4,479.9,2,551.8849999999999,1103.7699999999998,719.8499999999999,720,1440,654.5454545454545,650,
RH380710,HORNADY CARTRIDGE GAUGE 6.5 CREED,6,479.9,2,551.8849999999999,1103.7699999999998,719.8499999999999,720,1440,654.5454545454545,650,
RH380711,HORNADY CARTRIDGE GAUGE 270 WIN,3,468.61,2,538.9014999999999,1077.8029999999999,702.915,700,1400,636.3636363636363,640,
RH380712,HORNADY CARTRIDGE GAUGE 7MM-08 REM,3,346.35,2,398.3025,796.605,519.5250000000001,520,1040,472.7272727272727,470,
RH380713,HORNADY CARTRIDGE GAUGE 7MM REM MAG,6,430.42,2,494.983,989.966,645.63,650,1300,590.9090909090909,590,
RH380714,HORNADY CARTRIDGE GAUGE 300 BLK/OUT,3,468.61,2,538.9014999999999,1077.8029999999999,702.915,700,1400,636.3636363636363,640,
RH380715,HORNADY CARTRIDGE GAUGE 30-30 WIN,4,391.89,2,450.67349999999993,901.3469999999999,587.835,590,1180,536.3636363636364,540,
RH380716,HORNADY CARTRIDGE GAUGE 308 WIN,3,480.8,2,552.92,1105.84,721.2,720,1440,654.5454545454545,650,
RH380717,HORNADY CARTRIDGE GAUGE 30-06 SPRG,2,479.9,2,551.8849999999999,1103.7699999999998,719.8499999999999,720,1440,654.5454545454545,650,
RH380718,HORNADY CARTRIDGE GAUGE 300 WIN MAG,5,479.9,2,551.8849999999999,1103.7699999999998,719.8499999999999,720,1440,654.5454545454545,650,
RH380719,HORNADY CARTRIDGE GAUGE 6MM ARC,3,468.61,2,538.9014999999999,1077.8029999999999,702.915,700,1400,636.3636363636363,640,
RH380720,HORNADY CARTRIDGE GAUGE 6MM CREEDMOOR,4,479.9,2,551.8849999999999,1103.7699999999998,719.8499999999999,720,1440,654.5454545454545,650,
RH380721,HORNADY CARTRIDGE GAUGE 6.5 PRC,10,468.61,2,538.9014999999999,1077.8029999999999,702.915,700,1400,636.3636363636363,640,
RH380722,HORNADY CARTRIDGE GAUGE 300 PRC,5,468.61,2,538.9014999999999,1077.8029999999999,702.915,700,1400,636.3636363636363,640,
RH380723,HORNADY CARTRIDGE GAUGE 7MM PRC,4,480.8,2,552.92,1105.84,721.2,720,1440,654.5454545454545,650,
RH380725,HORNADY CARTRIDGE GAUGE 6MM GT,4,479.9,2,551.8849999999999,1103.7699999999998,719.8499999999999,720,1440,654.5454545454545,650,
RH380726,HORNADY CARTRIDGE GAUGE 22 ARC,2,480.8,2,552.92,1105.84,721.2,720,1440,654.5454545454545,650,
RH380727,HORNADY CARTRIDGE GUAGE 25 CREEDMOOR,3,395.33,2,454.62949999999995,909.2589999999999,592.995,590,1180,536.3636363636364,540,
RH390540,HORNADY SHELLHOLDER KIT #1/2/5/16/35,4,377.57,2,434.2055,868.411,566.355,570,1140,518.1818181818181,520,
RH390541,HORNADY SHELL HOLDER #1,33,111.86,2,128.63899999999998,257.27799999999996,167.79,170,340,154.54545454545453,150,
RH390542,HORNADY SHELL HOLDER #2,4,114.6,2,131.79,263.58,171.89999999999998,170,340,154.54545454545453,150,
RH390543,HORNADY SHELL HOLDER #3,6,114.6,2,131.79,263.58,171.89999999999998,170,340,154.54545454545453,150,
RH390544,HORNADY SHELL HOLDER #4,2,114.6,2,131.79,263.58,171.89999999999998,170,340,154.54545454545453,150,
RH390546,HORNADY SHELL HOLDER #6,6,114.6,2,131.79,263.58,171.89999999999998,170,340,154.54545454545453,150,
RH390547,HORNADY SHELL HOLDER #7,2,111.86,2,128.63899999999998,257.27799999999996,167.79,170,340,154.54545454545453,150,
RH390548,HORNADY SHELL HOLDER # 8,9,114.6,2,131.79,263.58,171.89999999999998,170,340,154.54545454545453,150,
RH390550,HORNADY SHELL HOLDER #10,4,114.6,2,131.79,263.58,171.89999999999998,170,340,154.54545454545453,150,
RH390551,HORNADY SHELL HOLDER #11,2,93.12,2,107.088,214.176,139.68,140,280,127.27272727272727,130,
RH390553,HORNADY SHELL HOLDER #13,2,111.86,2,128.63899999999998,257.27799999999996,167.79,170,340,154.54545454545453,150,
RH390554,HORNADY SHELL HOLDER #14,2,111.86,2,128.63899999999998,257.27799999999996,167.79,170,340,154.54545454545453,150,
RH390556,HORNADY SHELL HOLDER #16,5,107.95,2,124.1425,248.285,161.925,160,320,145.45454545454544,150,
RH390559,HORNADY SHELL HOLDER #19,14,111.86,2,128.63899999999998,257.27799999999996,167.79,170,340,154.54545454545453,150,
RH390560,HORNADY SHELLHOLDER #20,1,168.85,2,194.17749999999998,388.35499999999996,253.27499999999998,250,500,227.27272727272725,230,
RH390562,HORNADY SHELL HOLDER #22,2,114.6,2,131.79,263.58,171.89999999999998,170,340,154.54545454545453,150,
RH390563,HORNADY SHELL HOLDER#23,1,103,2,118.44999999999999,236.89999999999998,154.5,150,300,136.36363636363635,140,
RH390565,HORNADY SHELL HOLDER #25,1,187,2,215.04999999999998,430.09999999999997,280.5,280,560,254.54545454545453,250,
RH390567,HORNADY SHELL HOLDER #27,1,103,2,118.44999999999999,236.89999999999998,154.5,150,300,136.36363636363635,140,
RH390568,HORNADY SHELL HOLDER #28,1,168.58,2,193.867,387.734,252.87,250,500,227.27272727272725,230,
RH390569,HORNADY SHELL HOLDER #29,5,107.95,2,124.1425,248.285,161.925,160,320,145.45454545454544,150,
RH390570,HORNADY SHELL HOLDER #30,4,114.54,2,131.721,263.442,171.81,170,340,154.54545454545453,150,
RH390572,HORNADY SHELL HOLDER #32,5,82.82,2,95.24299999999998,190.48599999999996,124.22999999999999,120,240,109.09090909090908,110,
RH390575,HORNADY SHELL HOLDER #35,7,114.54,2,131.721,263.442,171.81,170,340,154.54545454545453,150,
RH390576,HORNADY SHELL HOLDER #36,1,93.12,2,107.088,214.176,139.68,140,280,127.27272727272727,130,
RH390578,HORNADY SHELL HOLDER #38,3,187,2,215.04999999999998,430.09999999999997,280.5,280,560,254.54545454545453,250,
RH390580,HORNADY SHELL HOLDER #40,2,168.58,2,193.867,387.734,252.87,250,500,227.27272727272725,230,
RH390582,HORNADY SHELL HOLDER #42,2,135.7,2,156.05499999999998,312.10999999999996,203.54999999999998,200,400,181.8181818181818,180,
RH390584,HORNADY SHELLHOLDER #44,1,103,2,118.44999999999999,236.89999999999998,154.5,150,300,136.36363636363635,140,
RH390585,HORNADY SHELLHOLDER #50,2,993.79,2,1142.8584999999998,2285.7169999999996,1490.685,1490,2980,1354.5454545454545,1350,
RH390601,HORNADY SHELL HOLDER #51,2,79,2,90.85,181.7,118.5,120,240,109.09090909090908,110,
RH390606,HORNADY SHELL HOLDER #45,1,103,2,118.44999999999999,236.89999999999998,154.5,150,300,136.36363636363635,140,
RH390607,HORNADY SHELL HOLDER #52,3,114.6,2,131.79,263.58,171.89999999999998,170,340,154.54545454545453,150,
RH390608,HORNADY SHELL HOLDER #53,3,187,2,215.04999999999998,430.09999999999997,280.5,280,560,254.54545454545453,250,
RH390609,HORNADY SHELL HOLDER #54,4,187,2,215.04999999999998,430.09999999999997,280.5,280,560,254.54545454545453,250,
RH390611,HORNADY SHELL HOLDER #56,3,129.33,2,148.7295,297.459,193.995,190,380,172.72727272727272,170,
RH390750,HORNADY P/PCKT REAMER HEAD SML,2,234.4,2,269.56,539.12,351.6,350,700,318.18181818181813,320,
RH390752,HORNADY P/PCKT CLEANER HEAD SM,1,131.95,2,151.74249999999998,303.48499999999996,197.92499999999998,200,400,181.8181818181818,180,
RH390753,HORNADY P/POKT CLEANER HEAD LG,3,131.95,2,151.74249999999998,303.48499999999996,197.92499999999998,200,400,181.8181818181818,180,
RH390937,HORNADY CASE TRIM PILOT .500,2,127.77,2,146.9355,293.871,191.655,190,380,172.72727272727272,170,
RH390940,HORNADY CASE TRIM PILOT .204,3,66.06,2,75.969,151.938,99.09,100,200,90.9090909090909,90,
RH390941,HORNADY CASE TRIM PILOT .400,2,66.06,2,75.969,151.938,99.09,100,200,90.9090909090909,90,
RH390942,HORNADY CASE TRIMMER PILOT/CUTTER .17,4,412.35,2,474.2025,948.405,618.5250000000001,620,1240,563.6363636363636,560,
RH390943,HORNADY CASE TRIM PILOT .224,9,70.55,2,81.1325,162.265,105.82499999999999,110,220,99.99999999999999,100,
RH390945,HORNADY CASE TRIM PILOT 243,16,79.63,2,91.57449999999999,183.14899999999997,119.445,120,240,109.09090909090908,110,
RH390946,HORNADY CASE TRIM PILOT .257,7,66.06,2,75.969,151.938,99.09,100,200,90.9090909090909,90,
RH390947,HORNADY CASE TRIM PILOT .264,4,66.06,2,75.969,151.938,99.09,100,200,90.9090909090909,90,
RH390948,HORNADY CASE TRIM PILOT 277,4,66.06,2,75.969,151.938,99.09,100,200,90.9090909090909,90,
RH390949,HORNADY CASE TRIM PILOT 284,7,66.06,2,75.969,151.938,99.09,100,200,90.9090909090909,90,
RH390951,HORNADY CASE TRIM PILOT 308,6,66.06,2,75.969,151.938,99.09,100,200,90.9090909090909,90,
RH390953,HORNADY CASE TRIM PILOT .323,4,66.06,2,75.969,151.938,99.09,100,200,90.9090909090909,90,
RH390955,HORNADY CASE TRIM PILOT .338,3,66.06,2,75.969,151.938,99.09,100,200,90.9090909090909,90,
RH390958,HORNADY CASE TRIM PILOT .375,3,94.62,2,108.813,217.626,141.93,140,280,127.27272727272727,130,
RH390959,HORNADY CASE TRIM PILOT .410,7,66.06,2,75.969,151.938,99.09,100,200,90.9090909090909,90,
RH390960,HORNADY CASE TRIM PILOT .429,3,66.06,2,75.969,151.938,99.09,100,200,90.9090909090909,90,
RH390972,HORNADY CAMLOCK TRIM CUTTER,2,466.11,2,536.0264999999999,1072.0529999999999,699.165,700,1400,636.3636363636363,640,
RH391908,HORNADY N/TURN MANDREL .17,2,169.2,2,194.57999999999998,389.15999999999997,253.79999999999998,250,500,227.27272727272725,230,
RH391909,HORNADY N/TURN MANDREL 204,5,169.2,2,194.57999999999998,389.15999999999997,253.79999999999998,250,500,227.27272727272725,230,
RH391910,HORNADY N/TURN MANDREL 22,7,198.55,2,228.33249999999998,456.66499999999996,297.82500000000005,300,600,272.7272727272727,270,
RH391913,HORNADY N/TURN MANDREL 6MM,1,214.6,2,246.78999999999996,493.5799999999999,321.9,320,640,290.9090909090909,290,
RH391921,HORNADY N/TURN MANDREL 270,10,169.2,2,194.57999999999998,389.15999999999997,253.79999999999998,250,500,227.27272727272725,230,
RH391928,HORNADY N/TURN MANDREL 30,3,184.6,2,212.28999999999996,424.5799999999999,276.9,280,560,254.54545454545453,250,
RH391929,HORNADY N/TURN MANDREL 8MM,6,169.2,2,194.57999999999998,389.15999999999997,253.79999999999998,250,500,227.27272727272725,230,
RH391930,HORNADY N/TURN MANDREL.338,2,248.14,2,285.361,570.722,372.21,370,740,336.3636363636363,340,
RH391932,HORNADY N/TURN MANDREL.375,3,169.2,2,194.57999999999998,389.15999999999997,253.79999999999998,250,500,227.27272727272725,230,
RH392154,HORNADY B/PULL COLLET .17,1,283.01,2,325.46149999999994,650.9229999999999,424.515,420,840,381.8181818181818,380,
RH392155,HORNADY B/PULL COLLET .22,10,293.8,2,337.87,675.74,440.70000000000005,440,880,399.99999999999994,400,
RH392156,HORNADY B/PULL COLLET 243,4,287.38,2,330.48699999999997,660.9739999999999,431.07,430,860,390.9090909090909,390,
RH392157,HORNADY B/PULL COLLET 25-26,10,293.8,2,337.87,675.74,440.70000000000005,440,880,399.99999999999994,400,
RH392158,HORNADY B/PULL COLLET 277,5,293.8,2,337.87,675.74,440.70000000000005,440,880,399.99999999999994,400,
RH392159,HORNADY B/PULL COLLET 284,10,277.34,2,318.941,637.882,416.01,420,840,381.8181818181818,380,
RH392160,HORNADY B/PULL COLLET 308/312,14,293.8,2,337.87,675.74,440.70000000000005,440,880,399.99999999999994,400,
RH392161,HORNADY B/PULL COLLET 8MM,13,190.36,2,218.914,437.828,285.54,290,580,263.6363636363636,260,
RH392162,HORNADY B/PULL COLLET 338/358,10,287.38,2,330.48699999999997,660.9739999999999,431.07,430,860,390.9090909090909,390,
RH392163,HORNADY B/PULL COLLET 375,1,264.4,2,304.05999999999995,608.1199999999999,396.59999999999997,400,800,363.6363636363636,360,
RH392164,HORNADY B/PULL COLLET .410,1,293.8,2,337.87,675.74,440.70000000000005,440,880,399.99999999999994,400,
RH392166,HORNADY B/PULL COLLET 451,4,190.36,2,218.914,437.828,285.54,290,580,263.6363636363636,260,
RH392167,HORNADY B/PULL COLLET 204,5,190.36,2,218.914,437.828,285.54,290,580,263.6363636363636,260,
RH392171,HORNADY UNIVERSAL SHELLHOLDER EXTENSION,2,156.66,2,180.159,360.318,234.99,230,460,209.09090909090907,210,
RH392172,HORNADY 50 BMG SHELL HEAD ADAPTER,2,907.87,2,1044.0504999999998,2088.1009999999997,1361.805,1360,2720,1236.3636363636363,1240,
RH392227,HORNADY AP BREAKAWAY CAM WIRE ASSEM.,1,254.01,2,292.1115,584.223,381.015,380,760,345.45454545454544,350,
RH392370,HORNADY AP SPRING CASE RETAINER 3PK,2,203.64,2,234.18599999999998,468.37199999999996,305.46,310,620,281.8181818181818,280,
RH392601,HORNADY SHELLPLATE #1,2,957.64,2,1101.2859999999998,2202.5719999999997,1436.46,1440,2880,1309.090909090909,1310,
RH392605,HORNADY SHELLPLATE #5,1,976.4,2,1122.86,2245.72,1464.6,1460,2920,1327.2727272727273,1330,
RH392606,HORNADY SHELLPLATE #6,2,921.48,2,1059.702,2119.404,1382.22,1380,2760,1254.5454545454545,1250,
RH392608,HORNADY SHELLPLATE #8,3,737.19,2,847.7685,1695.537,1105.785,1110,2220,1009.090909090909,1010,
RH392610,HORNADY SHELL PLATE #10,2,639.89,2,735.8734999999999,1471.7469999999998,959.835,960,1920,872.7272727272726,870,
RH392616,HORNADY SHELLPLATE #16,5,764,2,878.5999999999999,1757.1999999999998,1146,1150,2300,1045.4545454545453,1050,
RH392645,HORNADY SHELLPLATE #45,3,639.89,2,735.8734999999999,1471.7469999999998,959.835,960,1920,872.7272727272726,870,
RH393299,HORNADY UNIQUE CASE LUBE,20,99.1,2,113.96499999999999,227.92999999999998,148.64999999999998,150,300,136.36363636363635,140,
RH393341,HORNADY DIE LOCK RING 50BMG,5,427.28,2,491.37199999999996,982.7439999999999,640.92,640,1280,581.8181818181818,580,
RH396276,HORNADY #2 EXP.BUTTON.223,5,132.74,2,152.651,305.302,199.11,200,400,181.8181818181818,180,
RH396278,HORNADY #4 EXP.BUTTON.242,5,132.74,2,152.651,305.302,199.11,200,400,181.8181818181818,180,
RH396279,HORNADY #5 EXP.BUTTON.256,7,132.74,2,152.651,305.302,199.11,200,400,181.8181818181818,180,
RH396280,HORNADY #6 EXP.BUTTON.263,8,132.74,2,152.651,305.302,199.11,200,400,181.8181818181818,180,
RH396281,HORNADY #7 EXP.BUTTON.276,27,132.74,2,152.651,305.302,199.11,200,400,181.8181818181818,180,
RH396282,HORNADY #8 EXP.BUTTON.283,4,132.74,2,152.651,305.302,199.11,200,400,181.8181818181818,180,
RH396285,HORNADY #11 EXP.BUTTON.310,9,132.74,2,152.651,305.302,199.11,200,400,181.8181818181818,180,
RH396287,HORNADY #13 EXP.BUTTON.321,8,132.74,2,152.651,305.302,199.11,200,400,181.8181818181818,180,
RH396288,HORNADY #14 EXP.BUTTON.336,3,132.74,2,152.651,305.302,199.11,200,400,181.8181818181818,180,
RH396303,HORNADY UNIVERSAL DECAPPING BUTTON,3,132.74,2,152.651,305.302,199.11,200,400,181.8181818181818,180,
RH396490,HORNADY DIE WRENCH,4,163.68,2,188.232,376.464,245.52,250,500,227.27272727272725,230,
RH396495,HORNADY DELUX DIE WRENCH,6,458.76,2,527.574,1055.148,688.14,690,1380,627.2727272727273,630,
RH397100,HORNADY SEATING STEM 224 ELD-M 75/80gr,4,337.44,2,388.056,776.112,506.15999999999997,510,1020,463.6363636363636,460,
RH397103,HORNADY SEATING STEM 243 ELD-M 108gr,2,337.44,2,388.056,776.112,506.15999999999997,510,1020,463.6363636363636,460,
RH397106,HORNADY SEATING STEM 6.5 ELD-M 130/140gr,3,337.44,2,388.056,776.112,506.15999999999997,510,1020,463.6363636363636,460,
RH397107,HORNADY SEATING STEM 7MM ELD-M 162gr,3,337.44,2,388.056,776.112,506.15999999999997,510,1020,463.6363636363636,460,
RH397108,HORNADY SEATING STEM 30 ELD-M155/168/178gr,2,337.44,2,388.056,776.112,506.15999999999997,510,1020,463.6363636363636,460,
RH397109,HORNADY SEATING STEM 30 ELD-M 208gr,1,337.44,2,388.056,776.112,506.15999999999997,510,1020,463.6363636363636,460,
RH397110,HORNADY SEATING STEM 338 ELD-M 285gr,4,337.44,2,388.056,776.112,506.15999999999997,510,1020,463.6363636363636,460,
RH397112,HORNADY SEATING STEM 7MM ELD-M 180gr,2,337.44,2,388.056,776.112,506.15999999999997,510,1020,463.6363636363636,460,
RH397115,HORNADY SEATING STEM 30 FTX/MFX,1,227.39,2,261.4985,522.997,341.085,340,680,309.09090909090907,310,
RH397117,HORNADY SEATING STEM 44 FTX-265GR,1,117.43,2,135.0445,270.089,176.145,180,360,163.63636363636363,160,
RH397118,HORNADY SEATING STEM 45 FTX-200GR,2,227.39,2,261.4985,522.997,341.085,340,680,309.09090909090907,310,
RH397120,HORNADY SEATING STEM 45 FTX-325GR,1,227.39,2,261.4985,522.997,341.085,340,680,309.09090909090907,310,
RH397130,HORNADY SEATING STEM 6.5 ELD-X 143gr/ELD-M 147gr,5,337.44,2,388.056,776.112,506.15999999999997,510,1020,463.6363636363636,460,
RH397131,HORNADY SEATING STEM 7MM ELD-X 150/162gr,1,337.44,2,388.056,776.112,506.15999999999997,510,1020,463.6363636363636,460,
RH397132,HORNADY SEATING STEM 7MM ELD-X 175gr,1,337.44,2,388.056,776.112,506.15999999999997,510,1020,463.6363636363636,460,
RH397133,HORNADY SEATING STEM 30 ELD-X 178/200/220gr,5,310.81,2,357.43149999999997,714.8629999999999,466.21500000000003,470,940,427.27272727272725,430,
RH397134,HORNADY SEATING STEM 30 ELD-X 212gr,3,289,2,332.34999999999997,664.6999999999999,433.5,430,860,390.9090909090909,390,
RH397135,HORNADY SEATING STEM 270 ELD-X 145gr,2,337.44,2,388.056,776.112,506.15999999999997,510,1020,463.6363636363636,460,
RH397136,HORNADY SEATING STEM 25 ELD-X110gr,1,344.9,2,396.63499999999993,793.2699999999999,517.3499999999999,520,1040,472.7272727272727,470,
RH397137,HORNADY SEATING STEM 338 ELD-X 230gr,2,337.44,2,388.056,776.112,506.15999999999997,510,1020,463.6363636363636,460,
RH397138,HORNADY SEATING STEM 6.5 A-TIP 135/153GR,2,337.44,2,388.056,776.112,506.15999999999997,510,1020,463.6363636363636,460,
RH397139,HORNADY SEATING STEM 6MM A-TIP 110gr,2,337.44,2,388.056,776.112,506.15999999999997,510,1020,463.6363636363636,460,
RH397141,HORNADY SEATING STEM 7MM A-TIP 166gr,2,337.44,2,388.056,776.112,506.15999999999997,510,1020,463.6363636363636,460,
RH397142,HORNADY SEATING STEM 7MM A-TIP 190gr,5,337.44,2,388.056,776.112,506.15999999999997,510,1020,463.6363636363636,460,
RH397143,HORNADY SEATING STEM 30 A-TIP 176gr,5,337.44,2,388.056,776.112,506.15999999999997,510,1020,463.6363636363636,460,
RH397144,HORNADY SEATING STEM 338 A-TIP 300gr,6,310.81,2,357.43149999999997,714.8629999999999,466.21500000000003,470,940,427.27272727272725,430,
RH398112,HORNADY FLASH HOLE DEBURRING TOOL,3,515.14,2,592.411,1184.822,772.71,770,1540,700,700,
RH398509,HORNADY LNL PRIMER TUBE SM (3pk),7,680.8,2,782.9199999999998,1565.8399999999997,1021.1999999999999,1020,2040,927.2727272727273,930,
RH398511,HORNADY LNL PRIMER TUBE LG (3pk),5,532.66,2,612.559,1225.118,798.99,800,1600,727.2727272727273,730,
RH398567,HORNADY ZIP DECAP SPINDLE,5,57.96,2,66.654,133.308,86.94,90,180,81.81818181818181,80,
RH398568,HORNADY ZIP SPINDLE 17/20,13,57.96,2,66.654,133.308,86.94,90,180,81.81818181818181,80,
RH399692,HORNADY UNIVERSAL ACCESSORY BIN & BRACKET,1,358.84,2,412.66599999999994,825.3319999999999,538.26,540,1080,490.9090909090909,490,
RH399693,HORNADY PILOT STYLE F/HOLE DEBURR TOOL,7,848.5,2,975.775,1951.55,1272.75,1270,2540,1154.5454545454545,1150,
RH480040,HORNADY LOADING BLOCK,10,209.6,2,241.03999999999996,482.0799999999999,314.4,310,620,281.8181818181818,280,
RH480042,HORNADY MAGNUM LOADING BLOCK,8,489.57,2,563.0055,1126.011,734.355,730,1460,663.6363636363636,660,
RH486554,HORNADY AMERICAN DIE SET 45 ACP,5,753.87,2,866.9504999999999,1733.9009999999998,1130.805,1130,2260,1027.2727272727273,1030,
RH544227,HORNADY MATCH NECK DIE 223,1,1166.36,2,1341.3139999999999,2682.6279999999997,1749.54,1750,3500,1590.9090909090908,1590,
RH544247,HORNADY MATCHGRADE DIE SET 6mm CREEDMOOR,1,2428.24,2,2792.4759999999997,5584.951999999999,3642.3599999999997,3640,7280,3309.090909090909,3310,
RH544253,HORNADY MATCH NECK DIE 6MM PPC,2,469.8,2,540.27,1080.54,704.7,700,1400,636.3636363636363,640,
RH544277,HORNADY MATCHGRADE DIE SET 260 REM,2,2352.62,2,2705.5129999999995,5411.025999999999,3528.93,3530,7060,3209.090909090909,3210,
RH544281,HORNADY MATCHGRADE DIE SET 6.5X55,1,2144.55,2,2466.2325,4932.465,3216.8250000000003,3220,6440,2927.272727272727,2930,
RH544283,HORNADY MATCHGRADE DIE SET 6.5 PRC,1,2391.09,2,2749.7535,5499.507,3586.635,3590,7180,3263.6363636363635,3260,
RH544311,HORNADY MATCHGRADE DIE SET 7MM REM SAUM,1,2482.1,2,2854.4149999999995,5708.829999999999,3723.1499999999996,3720,7440,3381.8181818181815,3380,
RH544349,HORNADY MATCHGRADE DIE SET 300 PRC,3,2482.1,2,2854.4149999999995,5708.829999999999,3723.1499999999996,3720,7440,3381.8181818181815,3380,
RH544351,HORNADY MATCHGRADE DIE SET 300 WIN.MAG,3,2482.1,2,2854.4149999999995,5708.829999999999,3723.1499999999996,3720,7440,3381.8181818181815,3380,
RH544355,HORNADY MATCHGRADE DIE SET 308 WIN,2,2352.62,2,2705.5129999999995,5411.025999999999,3528.93,3530,7060,3209.090909090909,3210,
RH544357,HORNADY MATCH NECK DIE 308 WIN.,1,1370.79,2,1576.4084999999998,3152.8169999999996,2056.185,2060,4120,1872.7272727272725,1870,
RH544367,HORNADY MATCHGRADE DIE SET 300 REM ULTRA,1,2482.1,2,2854.4149999999995,5708.829999999999,3723.1499999999996,3720,7440,3381.8181818181815,3380,
RH544371,HORNADY MATCHGRADE DIE SET 300 NORMA MAG,2,2482.1,2,2854.4149999999995,5708.829999999999,3723.1499999999996,3720,7440,3381.8181818181815,3380,
